Test ID,easting__N,northing__,GWD (m),L (m),Slope (%),Elevation,Target,CM pred
182,1577615.166,5181561.601,0.370808691,319.1169985,5.465738773,0.909115791,0,TN
15635,1577646.782,5182056.484,1.300895929,211.7704661,0.905948281,1.123009086,0,TN
8292,1577653.879,5182039.92,1.300895929,195.9472498,0.849103987,0.847857535,0,TN
15629,1577685.362,5181809.053,1.788212299,115.7950531,0.45103392,2.044325113,0,FP
183,1577700.888,5181709.124,1.637517214,137.2653476,0.94186604,2.003796577,1,TP
158,1577726.102,5181964.882,1.165642977,73.88508228,2.69928956,0.992153585,0,TN
180,1577730.654,5182267.491,2.121363878,119.745095,1.187781334,1.933610797,0,TN
173,1577742.26,5181913.118,1.288666368,40.6330524,2.766043186,1.191561103,1,TP
161,1577800.299,5182116.623,1.88451457,64.0086416,0.173424989,1.692008376,1,TP
179,1577822.501,5182072.371,1.482129693,3.20872446,3.220947981,1.488146544,1,TP
170,1577822.546,5182279.418,1.809964061,7.098528445,1.904443383,2.104902506,0,TN
184,1577822.546,5182279.418,1.809964061,7.098528445,1.904443383,2.104902506,0,TN
178,1577857.455,5182162.606,1.723188996,7.538969918,0.962259591,1.754743457,1,TP
15767,1577915.893,5182061.727,1.120904207,43.39047416,0.580253124,1.488165259,0,TN
38484,1574896.821,5184684.186,2.418100834,1506.731321,0.892346978,3.392663002,0,FP
25645,1574901.1,5184674,2.418100834,1496.243005,1.016843915,3.367697954,0,FP
38483,1574901.946,5184697.754,2.390335083,1507.054125,1.384756446,3.292109013,0,TN
38482,1574916.013,5184698.251,2.368753433,1489.35313,0.582385719,3.285925388,1,TP
43479,1574917.799,5184631.178,1.611433148,1454.624037,1.832709789,2.914044142,0,TN
26301,1574923.24,5184776.908,1.280091166,1524.680397,1.353169441,2.212277889,1,FN
25647,1574923.8,5184679.5,2.318737507,1469.793515,0.267053276,3.224749565,0,FP
38706,1574936.89,5184749.83,1.516597867,1491.573816,2.303804636,2.307100296,1,FN
34643,1574936.9,5184749.7,1.516597867,1491.485173,2.303804636,2.307100296,1,FN
33251,1574940.56,5184598.722,1.671823025,1410.880415,0.946592093,2.507290602,0,TN
43739,1574944.13,5184810.58,1.274946451,1520.266991,0.142425582,2.129719734,1,FN
38707,1574944.99,5184753.95,1.476430535,1483.922478,1.819276214,2.226715088,1,FN
34644,1574945,5184754,1.476430535,1483.939769,1.819276214,2.226715088,1,FN
34645,1574951.6,5184724.8,1.961728096,1458.742884,2.604229689,2.652082205,1,TP
38708,1574951.67,5184724.8,1.961728096,1458.654985,2.604229689,2.652082205,1,TP
33252,1574953.194,5184614.984,1.540102124,1401.293913,0.9593575,2.598547697,0,TN
43740,1574963.73,5184817.37,1.417785645,1501.037692,0.181400254,2.261754274,1,FN
43738,1574964.33,5184790.79,1.368857861,1482.893283,1.211723089,1.986423016,1,FN
17688,1574970.593,5184787.809,1.368857861,1473.343826,1.211723089,1.952880025,1,FN
17643,1574978.513,5184633.639,1.639913082,1376.920908,1.608679295,2.4586339,0,TN
40731,1574979,5184827,1.417785645,1489.232213,0.515836895,2.259871006,1,FN
40011,1574980.703,5184675.613,2.287996054,1395.079051,1.182376385,3.104908943,1,TP
25663,1574981.26,5184545.62,1.862063408,1336.449127,0.235652626,2.806289196,0,TN
40734,1574982,5184804,1.368857861,1470.093944,0.900339067,2.302582741,1,FN
33312,1574987.054,5184576.794,1.809411287,1340.759494,0.511037529,2.776405573,0,TN
50447,1574988.68,5184813.912,1.381860971,1468.715798,0.515836895,2.212928295,1,FN
25665,1574991.82,5184544.74,1.962589025,1322.103184,0.235652626,2.852240086,0,TN
37962,1574993.569,5184520.844,1.977387667,1311.429266,0.388143659,2.868956327,0,TN
22298,1574997.48,5184643.91,2.087969303,1357.440363,1.883031487,2.848798037,1,FN
22297,1574998.21,5184665.02,2.282222986,1367.229967,0.85599488,3.029010773,1,TP
27710,1574999.618,5184611.825,1.95915246,1339.416577,1.441653967,2.764889956,0,FP
16628,1575001.223,5184720.056,1.623625994,1393.918357,2.76104188,2.313437223,1,FN
17184,1575001.223,5184720.056,1.623625994,1393.918357,2.76104188,2.313437223,1,FN
50446,1575004.159,5184826.297,1.381860971,1458.774653,0.510254562,2.178912878,1,FN
25669,1575005.41,5184728.52,1.623625994,1393.722066,1.354122996,2.29284215,1,FN
6299,1575007.925,5184483.848,1.834730983,1280.704493,1.085586548,2.891213894,0,TN
22299,1575010.33,5184666.17,2.282222986,1352.396634,0.830984652,3.090821028,0,FP
27825,1575018.205,5184505.721,2.104935646,1273.529328,0.407523811,3.009106398,0,TN
43757,1575020.2,5184641.4,2.161094189,1327.0185,2.454272985,2.790168285,0,TN
27823,1575036.537,5184511.786,2.104935646,1251.001162,0.609511912,3.077856541,0,TN
30102,1575037,5184594,1.844150543,1282.722591,0.904006362,2.714781046,0,TN
43758,1575037,5184663.1,2.112471342,1316.885817,1.983669639,2.826687336,0,TN
18962,1575037.102,5184548.164,1.826566577,1263.40104,1.285456777,2.40162015,0,TN
20925,1575037.102,5184548.164,1.826566577,1263.40104,1.285456777,2.40162015,0,TN
29280,1575038,5184601,1.841656923,1284.603583,0.904006362,2.713583231,0,TN
4666,1575043.538,5184623.155,1.564909458,1287.971756,0.196051493,2.345477581,0,TN
25156,1575044,5184685,1.640043378,1320.171921,2.041700363,2.29714942,0,TN
4434,1575062.857,5184794.078,1.507806063,1366.55064,1.425258636,2.194950104,1,FN
43887,1575067.82,5184528.26,1.694537163,1215.184164,1.946568847,2.442593575,0,TN
30104,1575069.94,5184789.54,1.507806063,1354.966532,1.524629593,2.147447824,1,FN
4982,1575072.499,5184474.393,1.577517986,1191.034386,2.644840956,2.617913008,0,TN
28541,1575073.2,5184694.5,1.255047798,1289.245373,1.380753398,2.126682997,0,TN
4984,1575075.446,5184602.703,1.747346997,1236.915884,1.018433571,2.529650688,0,TN
28540,1575077.1,5184689.2,1.255047798,1281.249377,0.781044841,2.170044661,0,TN
25691,1575077.1,5184737.6,1.305158615,1311.291184,0.807624936,2.114336014,1,FN
25692,1575077.4,5184723.4,1.24974227,1301.826036,0.07137078,1.893905759,1,FN
17677,1575077.503,5184704.103,1.255047798,1289.707459,1.380753398,1.837335706,0,TN
43888,1575077.67,5184528.21,1.694537163,1202.108572,0.992008626,2.456794262,0,TN
30108,1575077.87,5184814.25,1.418777227,1363.330594,0.824107468,2.260019302,1,FN
29288,1575079.48,5184646.71,1.57689786,1254.20132,0.218490437,2.382346392,0,TN
43892,1575082.19,5184795.94,1.507806063,1345.018258,1.158615232,2.114774704,1,FN
22350,1575082.28,5184669.77,1.457410336,1263.482263,0.424546152,2.25009203,0,TN
4713,1575085.578,5184791.699,1.507806063,1337.996608,1.158615232,2.134371996,1,FN
29285,1575085.63,5184630.85,1.589925528,1237.957852,0.267730623,2.390904665,0,TN
22351,1575092.75,5184682.03,1.481057048,1257.53678,1.49476254,2.25195694,0,TN
43647,1575096.01,5184717.02,1.487533092,1275.018675,1.498773694,2.168891191,1,FN
39884,1575098.996,5184615.998,1.511327744,1213.220772,1.273044586,2.034265995,0,TN
4981,1575103.396,5184530.722,1.586341858,1169.035545,1.109703779,2.328535557,0,TN
51721,1575105.91,5184706.5,1.246087193,1256.243103,1.285247445,2.061386824,1,FN
4649,1575108.426,5184413.438,0.846886039,1127.154038,0.738023937,1.718924284,0,TN
15984,1575108.426,5184413.438,0.846886039,1127.154038,0.738023937,1.718924284,0,TN
39882,1575111.003,5184554.003,1.368932009,1168.557358,1.184903502,2.153505802,0,TN
25167,1575111.312,5184756.949,1.505043983,1283.075582,0.843724012,2.257682085,1,FN
37112,1575115.12,5184819.58,1.327330112,1324.141574,2.552774429,2.215149403,1,FN
37111,1575116.37,5184785.02,1.308411837,1296.999232,0.761764526,2.087547302,1,FN
38480,1575118.246,5184499.761,1.597990274,1137.893634,0.397090495,2.345124722,0,TN
38479,1575126.095,5184476.245,1.402536869,1119.604897,1.191735744,2.207638979,0,TN
37119,1575127.22,5184632.17,1.550678968,1185.873487,0.634793758,2.353412867,0,TN
37118,1575128.48,5184616.96,1.550678968,1176.096907,1.218235612,2.238096476,0,TN
38481,1575128.76,5184499.133,1.597990274,1123.672036,0.397090495,2.38898015,0,TN
16972,1575131.889,5184396.415,1.298338652,1091.863419,2.672034979,2.352112293,0,TN
16971,1575135.871,5184412.866,0.803721428,1089.683701,1.833517075,1.53870523,0,TN
25704,1575137.8,5184500.96,1.60231328,1112.294095,0.192379549,2.336185694,0,TN
32773,1575140.554,5184699.084,1.555778742,1209.187866,0.562798142,2.191109657,0,TN
33311,1575141.576,5184597.468,1.582794905,1149.289726,1.515230775,1.986487746,0,FP
17679,1575144.557,5184670.428,1.372362614,1186.333969,0.398391485,2.009072542,0,TN
32776,1575147.13,5184713.879,1.565967321,1210.890212,0.235401854,2.238477468,0,TN
41221,1575150.329,5184789.078,1.554062128,1260.502919,0.330357283,2.203037024,0,TN
32774,1575151.274,5184686.574,1.372362614,1188.112684,1.166484714,2.157356501,0,TN
43455,1575154.429,5184729.788,1.565967321,1212.904629,0.351219803,2.26666975,0,TN
41222,1575157.039,5184811.426,1.554062128,1269.960075,0.696310878,2.177752018,0,TN
32775,1575158.889,5184704.594,1.555778742,1190.529397,0.431863934,2.323952436,0,TN
16629,1575162.254,5184456.642,1.171778202,1065.072082,0.632753968,2.136374474,0,TN
37343,1575169.2,5184570.16,1.485307455,1100.26005,1.810874104,2.204166889,0,TN
10775,1575170,5184682,1.586882949,1162.323511,0.723628521,2.228402376,0,TN
4435,1575174.274,5184753.826,1.517963886,1206.537372,1.125480533,2.135601997,0,TN
30105,1575179.349,5184791.406,1.568930864,1229.000675,0.127090067,2.226562738,0,TN
50432,1575180.072,5184463.895,1.30223012,1043.357664,1.142205238,2.392404795,0,TN
20932,1575181.425,5184548.616,1.14975965,1074.314483,0.617144823,1.898877859,0,TN
18963,1575182.045,5184549.256,1.14975965,1073.801506,0.617144823,1.898877859,0,TN
39883,1575183.004,5184559.002,1.14975965,1077.094455,0.617144823,1.819591641,0,TN
50433,1575192.448,5184462.608,1.678320646,1026.364097,1.142205238,2.426881075,0,FP
30100,1575192.692,5184571.891,1.50615871,1070.877735,1.230197906,2.075929642,0,FP
51767,1575194.12,5184781.99,1.548643827,1204.869038,0.589842737,2.282963991,0,TN
40932,1575196.653,5184637.875,1.651462674,1102.163653,0.169193164,2.311810017,0,TN
50434,1575198.305,5184452.856,1.408836365,1015.481423,2.725604773,2.269939423,0,TN
40931,1575204.463,5184603.031,1.665024519,1072.294673,0.272512317,2.358869791,1,TP
23699,1575206.33,5183808.947,2.046736717,555.3265627,0.425785542,2.447652817,1,FN
15686,1575207,5183788.995,2.046736717,533.6133226,0.601897538,2.519347906,1,FN
7645,1575207.183,5185784.593,1.080213785,2263.344502,0.332548052,3.697681189,0,TN
51752,1575211.85,5184570.34,1.50615871,1045.535354,1.067304373,2.17575407,0,FP
15685,1575215.309,5183685.016,2.118737698,399.8910299,0.183683008,2.367121458,1,TP
25721,1575218.26,5184795.59,1.209136009,1188.432294,2.68454504,2.141225576,1,FN
7638,1575226.106,5185768.699,1.656910181,2232.164577,0.237357065,3.694288492,0,TN
4436,1575226.854,5184681.055,1.542395234,1092.933405,1.797834873,2.232405901,1,TP
15687,1575227.768,5183971.333,1.95085144,729.5818513,0.206962883,2.694266081,1,FN
4437,1575228.363,5184748.739,1.527167082,1140.114841,1.052813172,2.251016617,1,FN
25724,1575229.52,5184786.19,1.599917889,1168.262083,0.659164011,2.132443905,1,FN
43865,1575231.08,5184741.4,1.527167082,1131.404049,1.250954151,2.173052549,1,TP
28566,1575233.64,5184659.53,1.597416878,1070.381105,1.110070348,2.063243151,1,TP
343,1575236.82,5184710.414,1.304017901,1101.747264,1.388007402,1.84246695,1,FN
31794,1575239.249,5184774.191,1.319173098,1147.717457,2.621317863,2.237915039,1,TP
5254,1575249.076,5184672.189,1.37968123,1060.28107,1.281738997,1.892415643,1,TP
4646,1575249.905,5184704.816,1.464761019,1082.358062,1.020957947,2.218373299,1,TP
344,1575256.575,5184542.78,1.223967075,974.3509239,1.217069626,1.869699478,0,TN
32771,1575260.262,5184666.873,1.37968123,1043.265431,0.838614345,2.155612946,1,TP
513,1575265.418,5185760.71,1.605894804,2199.00484,0.237995088,3.570585966,0,TN
25730,1575265.68,5184256.25,1.465719342,890.0397663,1.397382259,2.163406849,0,TN
50394,1575267.718,5184596.267,1.551029444,989.1164533,1.244753957,2.212137699,1,TP
32770,1575268.972,5184651.024,1.546132326,1022.065542,0.837970614,2.195827723,1,TP
4983,1575269.079,5184593.27,1.551029444,985.66418,1.08584094,2.212137699,1,TP
28557,1575273.91,5184714.96,1.525643468,1062.065565,1.068930864,2.216973543,1,TP
6480,1575275.685,5184675.878,1.634327888,1031.234481,0.486633033,2.287959337,1,TP
25735,1575276.36,5184280.91,1.749963284,879.8654507,0.662277937,2.500719547,0,FP
25736,1575276.55,5184217.99,1.492386103,870.1673019,0.34806639,2.218665123,0,TN
19096,1575283.713,5184448.641,1.505528688,899.6956485,1.644084692,2.13423562,0,TN
38310,1575285.066,5184451.953,1.505528688,899.0025365,1.644084692,2.13423562,0,TN
20754,1575285.848,5184344.688,1.530135155,873.3518238,0.379523367,2.082405567,1,FN
50395,1575286.736,5184591.895,1.551029444,962.8662971,0.262859017,2.271291256,1,TP
15665,1575287.162,5184070.046,1.28280437,826.9588451,1.061174393,1.971271634,0,TN
20941,1575287.455,5184427.576,0.911268353,888.0995386,0.493148595,1.670077085,0,TN
32772,1575289.468,5184662.649,0.874551594,1005.577723,1.830367684,2.224230766,1,FN
50396,1575291.458,5184583.138,1.515690088,951.8250979,0.262859017,2.257362843,1,TP
304,1575300.654,5184245.647,1.615944386,840.4966277,0.986427784,2.028216124,0,TN
32653,1575307.148,5184273.562,1.988277674,836.8820226,0.675088108,2.662929535,0,FP
327,1575314.38,5183646.703,1.825793028,288.6878991,0.91641444,1.958672404,1,TP
25745,1575322.71,5184265.56,1.959481001,814.0029284,1.028610349,2.619643688,0,TN
6438,1575322.788,5185750.868,1.566298366,2154.550716,0.909582257,3.407044649,0,TN
25746,1575327.42,5184248.47,1.59501195,804.357957,1.034160495,2.426134348,0,TN
25747,1575327.96,5184273.61,1.959481001,808.585472,1.028610349,2.617726564,0,TN
303,1575330.49,5183843.496,1.949661255,511.1267615,0.888854325,2.379585028,0,TN
2772,1575332.164,5185756.806,1.566298366,2157.099647,0.473178029,3.561052084,0,TN
10982,1575338.034,5185649.038,1.848188043,2017.206808,0.276400357,3.460000038,0,TN
15987,1575341.699,5184169.478,1.941252828,778.705711,0.567715764,2.529371262,0,TN
24183,1575341.915,5184354.685,1.773799181,797.837429,0.360781282,2.347055674,1,TP
16481,1575342.236,5184292.669,2.007141113,789.9336274,0.961415827,2.421563387,0,FP
25748,1575346.53,5184302.18,2.007141113,784.8633972,0.703099966,2.583073854,0,FP
47850,1575347,5184316,1.941249609,785.8189903,0.765557349,2.615428209,0,FP
15664,1575349.38,5183968.027,1.507121921,668.5237257,0.519843161,1.944489598,0,TN
5101,1575353.266,5185760.625,1.674444199,2150.979441,0.532884836,3.525280952,0,TN
47849,1575355,5184329,1.941249609,776.6907664,0.820913851,2.608958244,1,TP
25752,1575358.73,5184299.85,2.007141113,767.881313,0.660478115,2.851526976,0,FP
47848,1575364,5184308,2.146501064,761.5113114,0.436582297,2.807934523,0,TN
25757,1575370.78,5184300.52,2.146501064,751.3971771,0.436582297,2.866416693,0,TN
10984,1575376.907,5185722.62,1.645113707,2090.161631,1.012652397,3.530474186,0,TN
47847,1575380,5184323,1.977062225,741.6532195,1.223698854,2.590852261,1,TP
40929,1575380.1,5184245.176,1.862850189,731.828284,2.134145737,2.413375616,0,TN
37246,1575381.6,5184207.8,1.825867772,724.9374507,1.006682158,2.348669767,0,TN
47846,1575394,5184308,1.995111346,720.3629852,1.056944013,2.717220306,0,TN
47845,1575397,5184326,1.765058637,718.7193849,0.875803411,2.407683134,0,TN
14456,1575410.815,5185657.656,1.65925014,1989.568989,0.761594415,3.306518793,0,TN
47844,1575411,5184311,1.995111346,697.4484846,0.9971084,2.491944313,0,TN
38415,1575413.394,5184272.063,2.1049366,690.9388833,0.139924869,2.750412941,0,TN
38414,1575420.996,5184293.747,2.018221378,681.7789391,0.632240653,2.782393932,0,FP
47843,1575423,5184308,2.018221378,680.6042426,0.851012349,2.605811834,0,TN
47842,1575423,5184325,1.770297408,682.9288509,1.289837956,2.485530138,0,TN
22660,1575425.363,5184338.703,1.741722822,681.2922263,0.5761531,2.232382536,0,TN
37239,1575426.7,5184274.6,2.1049366,672.7094357,0.475101262,2.800622702,0,TN
37236,1575433.7,5184330.7,1.770297408,668.8879114,0.5761531,2.429111958,0,TN
333,1575436.47,5184220.2,1.433123112,650.8774028,1.544136286,2.136893988,0,TN
37240,1575444,5184272.2,1.754311681,648.8151191,2.388266563,2.699506521,0,TN
25779,1575452.2,5184316.6,1.61056757,641.8945259,0.776885152,2.56668663,0,TN
341,1575460.42,5183740.929,2.056094646,334.4357003,4.331903934,2.173719406,0,TN
14092,1575468.546,5184292.462,1.542329907,616.340779,0.854335427,2.080495834,0,TN
15663,1575475.061,5183896.098,1.72304225,543.0280975,2.09391737,2.199346066,0,TN
37241,1575477,5184289.5,1.542329907,604.4541056,0.854335427,2.251117229,0,TN
37242,1575479.9,5184291.4,1.542329907,600.6447921,0.854335427,2.375040293,0,TN
37244,1575497.2,5184287.8,1.763540745,576.549328,0.464984447,2.361247301,0,TN
37243,1575500.1,5184288.7,1.763540745,572.6450208,0.439513266,2.391419411,0,TN
38882,1575500.257,5184242.616,1.865554214,567.5875764,1.617445111,2.627326488,0,TN
512,1575500.994,5185607.889,1.745914578,1882.638062,0.665194452,2.877516985,0,TN
24224,1575522.874,5184345.192,2.040797234,548.9243153,0.266171545,2.726608753,0,TN
305,1575535.091,5184224.26,1.14106822,516.489428,2.49943161,2.069404125,0,TN
332,1575585.486,5183996.63,0.710434198,415.7302124,3.190658092,1.668796539,1,TP
340,1575592.322,5184058.096,1.203669071,425.9897024,2.213826656,1.307171464,1,TP
10907,1575599.322,5185588.576,1.740383506,1818.304061,0.550947607,3.272116899,0,TN
331,1575624.815,5184243.294,1.240282297,399.0747178,0.656288385,1.935671329,0,TN
15677,1575660.719,5183861.115,2.212531328,303.3173581,1.771935344,2.330178261,0,TN
15671,1575737.072,5184165.547,1.919181108,234.8136431,0.940065622,2.332685709,1,TP
329,1575774.254,5183853.41,1.093164086,146.6293049,2.424165726,1.327253699,0,FP
306,1575777.239,5184023.373,1.063338041,173.574917,4.658102512,1.529288411,1,TP
330,1575778.779,5184023.163,1.063338041,171.5854548,4.658102512,0.99938792,1,TP
45010,1575962.411,5184264.702,0.836552441,35.40162341,4.509598732,2.095429182,1,TP
45611,1575962.411,5184264.702,0.836552441,35.40162341,4.509598732,2.095429182,1,TP
48147,1575969.42,5184629.82,1.08234477,436.469957,1.148642182,1.65104568,1,TP
15771,1575971.04,5184163.122,1.175441861,53.43799341,0.970473111,2.10838151,1,TP
1419,1575972.762,5184020.598,1.343591213,65.66349665,0.222529054,1.979503512,1,TP
1441,1575981.748,5184006.814,1.291656613,78.35046595,0.095002905,1.936964869,1,TP
44347,1576004.026,5184204.671,1.075043082,97.8095882,0.23308742,1.873919725,1,TP
48149,1576021.14,5184763.73,1.642892599,630.08001,1.254420638,2.39264369,1,TP
1428,1576059.733,5184219.552,0.851140499,173.089911,0.864777565,1.78040874,1,TP
25867,1576093.8,5184143.1,1.173310757,223.865328,0.544941664,2.370257854,1,FN
15770,1576093.852,5184074.35,1.051546335,228.6251966,1.42156446,2.001159906,1,TP
1420,1576129.032,5183905.907,0.90240252,183.5978997,0.594640791,1.956146002,1,FN
27614,1576154.308,5184096.923,1.523640156,311.9302804,3.70353961,3.350664854,1,TP
27609,1576173.146,5184096.989,2.089640856,337.8351182,1.410568118,3.446147442,1,TP
27610,1576178.198,5184108.668,2.089640856,344.0879155,0.228201926,3.505965233,1,TP
49593,1576178.841,5184064.136,1.960298896,331.0114343,0.346281409,3.303461075,1,TP
49596,1576183.718,5184079.59,1.960298896,348.4955953,0.770081997,3.223714828,1,TP
49594,1576184.623,5184052.384,1.601831079,329.2047695,2.648837805,3.278743982,1,TP
49595,1576193.477,5184063.632,1.793532968,347.7808437,0.503196299,3.282548428,1,TP
38905,1576913.914,5182256.317,1.893516064,773.2753265,0.421118647,1.27146852,1,FN
14014,1576915.521,5182264.744,1.836762071,761.5247187,0.341649294,1.241402864,1,TP
32766,1576918.729,5182219.35,2.024292946,819.6960966,0.165105447,1.480636716,1,TP
38907,1576926.096,5182239.699,1.893516064,789.8157706,0.693291247,1.380674005,1,TP
32769,1576926.198,5182209.936,1.901310444,828.9445663,0.499337643,1.43814528,1,TP
38906,1576928.475,5182253.035,1.893516064,771.2693406,0.450455695,1.253660083,1,TP
47790,1576935.312,5182215.742,2.024292946,817.4700084,0.601519406,1.459154248,1,TP
40921,1576938.253,5182277.279,1.854067326,735.2446567,0.259447455,1.320407629,1,TP
4321,1576942.191,5182235.376,2.016446352,788.7362434,0.711962044,1.455551982,1,TP
40920,1576949.21,5182264.101,1.854067326,747.9806446,0.75479573,1.275789857,1,TP
47789,1576959.108,5182229.706,2.016446352,789.0841892,0.354668707,1.550852418,1,TP
29909,1576524.96,5181561.55,1.126211524,1704.327142,0.611228883,2.505799055,0,TN
13715,1576536.86,5181528.078,1.216140747,1669.60622,0.799766839,2.633310795,0,TN
29458,1576537.24,5181544.59,1.126211524,1678.879399,0.478333175,2.53969264,0,TN
25982,1576539.24,5181587.43,1.108169079,1702.889393,0.395297021,2.363986015,0,TN
25984,1576541.71,5181610.53,1.304902673,1713.383578,0.767660201,2.584981918,1,FN
25990,1576552.21,5181588.7,1.304902673,1687.877385,0.559072673,2.51537466,0,TN
17418,1576554.481,5181464.439,1.244270563,1612.030527,0.69786638,2.892156363,0,TN
38423,1576559.5,5181624.271,1.553956628,1686.204104,0.70230937,2.763109207,1,FN
25994,1576560.36,5181610.75,1.304902673,1687.987144,0.70230937,2.558453798,1,FN
7521,1576565.58,5181481.447,1.318109274,1607.114736,0.403937936,2.861946106,0,TN
25996,1576566.9,5181527.4,1.366049409,1631.771576,0.688897491,2.739362478,0,TN
25997,1576568.1,5181505.8,1.391599655,1617.637174,1.249168634,2.788894892,0,TN
19025,1576569.836,5181571.342,1.215944767,1655.24026,0.382490277,2.45616889,0,TN
57367,1576575.76,5181598.8,1.455201983,1665.923694,0.855779052,2.687808752,0,TN
6303,1576603.136,5181441.794,1.296498179,1538.142066,0.475264639,2.866488695,0,TN
2622,1576610.732,5181460.637,1.296498179,1538.61234,0.624046445,2.969117403,0,TN
9114,1576649.457,5181439.526,1.508523226,1478.08378,0.150898084,2.954692602,0,TN
2615,1576663.884,5182175.764,2.725225687,990.7927223,0.549277246,1.928146958,0,TN
22276,1576665,5182164,2.725225687,1005.643857,1.744427204,1.860699534,0,TN
3799,1576679.983,5182197.573,2.797463417,955.0375798,0.363571346,1.951994896,0,TN
27616,1576685.183,5182252.196,2.877457857,881.4076759,0.469417065,2.095082283,0,TN
16210,1576694.65,5182248.625,2.892577648,881.7586016,0.336362779,2.051614046,0,TN
2616,1576696.201,5182186.82,2.436155319,961.7357349,0.879390419,1.817474127,0,TN
41716,1576707.377,5182215.29,2.865250349,919.5146451,0.660520852,1.975745678,0,TN
2612,1576707.796,5182226.604,2.865250349,904.5553921,0.660520852,2.116935492,0,TN
5131,1576709.754,5182269.607,2.895948648,847.5347595,0.39664337,2.20126152,0,TN
38592,1576711,5182216,2.865250349,916.947964,0.660520852,1.945113897,0,TN
26055,1576713.33,5182281.78,2.806796789,830.0268075,0.310487181,2.160052299,0,TN
41720,1576715.493,5182205.545,2.636835098,928.562654,0.662728727,1.9639467,0,TN
41717,1576716.426,5182216.432,2.78557229,913.929116,0.660520852,1.953868747,0,TN
42972,1576717.452,5182218.128,2.78557229,911.2504282,0.606944263,2.087178707,0,TN
42971,1576718.152,5182216.829,2.78557229,912.6300521,0.606944263,1.941762328,0,TN
49820,1576718.266,5182245.314,2.819771767,875.395063,0.150659144,2.057013512,0,TN
42970,1576718.552,5182216.129,2.78557229,913.362487,0.606944263,1.941762328,0,TN
41718,1576720.471,5182192.013,2.636835098,943.974588,2.506649971,1.843547702,0,TN
38591,1576724,5182210,2.636835098,918.8972417,1.233054638,1.928246617,0,TN
42969,1576724.15,5182204.334,2.636835098,926.2262606,1.233054638,1.958180308,0,TN
42968,1576725.049,5182202.934,2.636835098,927.6458931,1.233054638,1.958180308,0,TN
42967,1576725.349,5182202.135,2.636835098,928.5540512,1.233054638,1.933424354,0,TN
41719,1576728.622,5182195.706,2.636835098,935.4650519,2.506649971,1.751363516,0,TN
15606,1573032.607,5181728.352,2.106420517,189.6307665,2.244982004,2.943941593,0,FP
15610,1573035.22,5181573.662,2.73045063,174.3414191,0.770152211,3.454540014,0,TN
15617,1573040.752,5181433.067,3.809645891,181.7159789,1.720116377,4.403339863,0,TN
113,1573147.141,5181745.298,2.0606668,297.9557567,1.557284713,2.864020586,1,TP
4076,1572713.589,5182575.372,2.688354254,929.5379499,0.390067339,4.374470711,0,TN
34709,1572061.4,5182116.1,1.272565603,1205.441852,0.395424187,3.775398731,1,FN
19037,1572095.235,5182053.73,1.649841309,1129.00807,1.867460012,4.229884624,0,TN
20222,1572156.302,5182024.673,2.103034496,1036.07381,0.655165553,4.747306347,1,TP
41164,1572285.267,5181442.09,2.883702755,483.0830705,1.019210577,5.150273323,1,FN
2915,1572313.677,5181437.816,3.045438051,450.2427402,1.469179511,5.146181107,1,FN
5041,1574546.727,5181439.204,2.683079243,519.0388899,0.708526134,3.9418118,0,TN
900,1574550.094,5181426.861,2.552742004,532.3976906,0.708526134,4.046731949,0,TN
10544,1574559.422,5181437.415,2.552742004,535.0741451,0.708526134,3.965979815,0,TN
29894,1574563.443,5181476.749,3.097432852,512.9317446,2.430842638,4.406733513,1,FN
29889,1574572,5181397,2.622614861,580.8871675,0.868019521,4.480199337,0,TN
40391,1574572,5181398,2.622614861,580.0726344,0.673572063,4.38621664,0,TN
33223,1574586.262,5181447.959,2.955570459,559.390128,3.127944469,4.687957287,0,TN
29893,1574589.643,5181472.849,3.371204853,547.6645393,1.188045979,4.560161591,1,FN
29887,1574591,5181396,2.613880634,603.0028153,0.228281945,4.415124893,0,TN
40392,1574591,5181396,2.613880634,603.0028153,0.228281945,4.415124893,0,TN
41570,1574625.176,5181480.203,3.336765766,588.1204557,3.652973652,4.845206738,1,FN
11073,1574643.06,5181392.785,2.710269928,665.4676096,1.280834198,4.65994072,0,TN
49091,1574644.133,5181468.169,3.041476727,618.6585021,1.940264463,4.71523571,1,FN
10769,1574661.609,5181510.329,3.656984806,620.960354,6.573749542,4.625201702,0,TN
5373,1574663.231,5181430.441,2.950301409,664.4846037,1.151062965,5.14743042,0,TN
39585,1574665.863,5181385.177,2.220278263,697.7723032,1.524962306,4.657635212,0,TN
37264,1574670.46,5181520.48,3.182133675,628.6167851,2.686274767,4.614975929,0,TN
37265,1574671.06,5181501.15,3.007357121,637.2350209,1.186720729,4.629177094,0,TN
11577,1574675.382,5181587.449,4.080334187,616.5333213,2.053850412,5.298312187,0,TN
38456,1574679.407,5181587.358,4.080334187,622.0476233,2.374810219,5.30241394,0,TN
38457,1574685.172,5181601.595,3.668945789,627.7400433,4.091503143,5.047306538,0,TN
42546,1574692.159,5181570.525,4.073204994,642.7840207,0.858264744,5.780788898,0,TN
42548,1574693.47,5181587.3,4.073204994,641.2731028,3.144790888,5.617153168,0,TN
38458,1574693.885,5181605.959,3.395762444,639.1490152,6.913803577,5.058120251,0,TN
