Test ID,easting__N,northing__,GWD (m),Elevation,L (m),Slope (%),PGA (g),Target,CM pred
40734.000000000000000,1574982.000000000000000,5184804.000000000000000,1.368857860565186,2.302582740783691,1470.093943835808204,0.900339066982269,0.397167950868607,1,TP
33312.000000000000000,1574987.054010000079870,5184576.794110000133514,1.809411287307739,2.776405572891235,1340.759494491189571,0.511037528514862,0.403432130813599,0,TN
50447.000000000000000,1574988.679550000000745,5184813.912119999527931,1.381860971450806,2.212928295135498,1468.715797889021587,0.515836894512177,0.397167950868607,1,TP
25665.000000000000000,1574991.820000000065193,5184544.740000000223517,1.962589025497437,2.852240085601806,1322.103184287796694,0.235652625560760,0.403432130813599,0,TN
37962.000000000000000,1574993.568720000097528,5184520.844320000149310,1.977387666702271,2.868956327438353,1311.429265656450525,0.388143658638000,0.403432130813599,0,TN
22298.000000000000000,1574997.479999999981374,5184643.910000000149012,2.087969303131104,2.848798036575317,1357.440363314898150,1.883031487464905,0.400288015604019,1,FN
22297.000000000000000,1574998.209999999962747,5184665.019999999552965,2.282222986221313,3.029010772705078,1367.229966611991358,0.855994880199432,0.400288015604019,1,FN
27710.000000000000000,1574999.618470000103116,5184611.824519999325275,1.959152460098267,2.764889955520630,1339.416577080458637,1.441653966903687,0.403432130813599,0,TN
16628.000000000000000,1575001.222700000042096,5184720.055819999426603,1.623625993728638,2.313437223434448,1393.918356983793956,2.761041879653931,0.400288015604019,1,TP
17184.000000000000000,1575001.222700000042096,5184720.055819999426603,1.623625993728638,2.313437223434448,1393.918356983793956,2.761041879653931,0.400288015604019,1,TP
50446.000000000000000,1575004.158670000033453,5184826.297220000065863,1.381860971450806,2.178912878036499,1458.774653482371832,0.510254561901093,0.397167950868607,1,TP
25669.000000000000000,1575005.409999999916181,5184728.519999999552965,1.623625993728638,2.292842149734497,1393.722066134372881,1.354122996330261,0.400288015604019,1,TP
6299.000000000000000,1575007.924550000112504,5184483.848419999703765,1.834730982780457,2.891213893890381,1280.704493237653878,1.085586547851562,0.406612396240234,0,TN
22299.000000000000000,1575010.330000000074506,5184666.169999999925494,2.282222986221313,3.090821027755737,1352.396633800946574,0.830984652042389,0.400288015604019,0,TN
27825.000000000000000,1575018.205210000043735,5184505.720649999566376,2.104935646057129,3.009106397628784,1273.529327892532137,0.407523810863495,0.409068912267685,0,TN
43757.000000000000000,1575020.199999999953434,5184641.400000000372529,2.161094188690186,2.790168285369873,1327.018499813633980,2.454272985458374,0.402736335992813,0,TN
27823.000000000000000,1575036.537079999921843,5184511.785880000330508,2.104935646057129,3.077856540679932,1251.001161685707302,0.609511911869049,0.405888289213181,0,TN
30102.000000000000000,1575037.000000000000000,5184594.000000000000000,1.844150543212891,2.714781045913696,1282.722590546798529,0.904006361961365,0.405888289213181,0,TN
43758.000000000000000,1575037.000000000000000,5184663.099999999627471,2.112471342086792,2.826687335968018,1316.885817441577956,1.983669638633728,0.402736335992813,0,TN
18962.000000000000000,1575037.101810000138357,5184548.163759999908507,1.826566576957704,2.401620149612427,1263.401040467454095,1.285456776618958,0.405888289213181,0,TN
20925.000000000000000,1575037.101810000138357,5184548.163759999908507,1.826566576957704,2.401620149612427,1263.401040467454095,1.285456776618958,0.405888289213181,0,TN
29280.000000000000000,1575038.000000000000000,5184601.000000000000000,1.841656923294067,2.713583230972290,1284.603583246068183,0.904006361961365,0.405888289213181,0,TN
4666.000000000000000,1575043.537849999964237,5184623.154509999789298,1.564909458160400,2.345477581024170,1287.971756348762028,0.196051493287086,0.405888289213181,0,TN
25156.000000000000000,1575044.000000000000000,5184685.000000000000000,1.640043377876282,2.297149419784546,1320.171921221928642,2.041700363159180,0.402736335992813,0,TN
4434.000000000000000,1575062.857029999839142,5184794.077940000221133,1.507806062698364,2.194950103759766,1366.550640123678249,1.425258636474609,0.399596095085144,1,TP
43887.000000000000000,1575067.820000000065193,5184528.259999999776483,1.694537162780762,2.442593574523926,1215.184164256915210,1.946568846702576,0.405888289213181,0,TN
30104.000000000000000,1575069.939999999944121,5184789.540000000037253,1.507806062698364,2.147447824478149,1354.966531936788897,1.524629592895508,0.399596095085144,1,TP
4982.000000000000000,1575072.499259999953210,5184474.393290000036359,1.577517986297607,2.617913007736206,1191.034386034727504,2.644840955734253,0.409068912267685,0,TN
28541.000000000000000,1575073.199999999953434,5184694.500000000000000,1.255047798156738,2.126682996749878,1289.245373433650911,1.380753397941589,0.402736335992813,0,TN
4984.000000000000000,1575075.445649999659508,5184602.703089999966323,1.747346997261047,2.529650688171387,1236.915883632420901,1.018433570861816,0.405888289213181,0,TN
28540.000000000000000,1575077.100000000093132,5184689.200000000186265,1.255047798156738,2.170044660568237,1281.249376787031224,0.781044840812683,0.402736335992813,0,TN
25691.000000000000000,1575077.100000000093132,5184737.599999999627471,1.305158615112305,2.114336013793945,1311.291183911229609,0.807624936103821,0.402736335992813,1,TP
25692.000000000000000,1575077.399999999906868,5184723.400000000372529,1.249742269515991,1.893905758857727,1301.826036267987547,0.071370780467987,0.402736335992813,1,TP
17677.000000000000000,1575077.502940000034869,5184704.103419999592006,1.255047798156738,1.837335705757141,1289.707458703236625,1.380753397941589,0.402736335992813,0,TN
43888.000000000000000,1575077.669999999925494,5184528.209999999962747,1.694537162780762,2.456794261932373,1202.108571954575154,0.992008626461029,0.405888289213181,0,TN
30108.000000000000000,1575077.870000000111759,5184814.250000000000000,1.418777227401733,2.260019302368164,1363.330593521966648,0.824107468128204,0.399596095085144,1,TP
29288.000000000000000,1575079.479999999981374,5184646.709999999962747,1.576897859573364,2.382346391677856,1254.201320314069790,0.218490436673164,0.402736335992813,0,TN
43892.000000000000000,1575082.189999999944121,5184795.940000000409782,1.507806062698364,2.114774703979492,1345.018258255171077,1.158615231513977,0.399596095085144,1,TP
22350.000000000000000,1575082.280000000027940,5184669.769999999552965,1.457410335540771,2.250092029571533,1263.482262947795562,0.424546152353287,0.402736335992813,0,TN
4713.000000000000000,1575085.578119999961928,5184791.699260000139475,1.507806062698364,2.134371995925903,1337.996608481523253,1.158615231513977,0.399596095085144,1,TP
29285.000000000000000,1575085.629999999655411,5184630.849999999627471,1.589925527572632,2.390904664993286,1237.957852171708964,0.267730623483658,0.402736335992813,0,TN
22351.000000000000000,1575092.750000000000000,5184682.030000000260770,1.481057047843933,2.251956939697266,1257.536779792817924,1.494762539863586,0.402736335992813,0,TN
43647.000000000000000,1575096.010000000009313,5184717.019999999552965,1.487533092498779,2.168891191482544,1275.018675304404724,1.498773694038391,0.402736335992813,1,FN
39884.000000000000000,1575098.996120000025257,5184615.998300000093877,1.511327743530273,2.034265995025635,1213.220772056803526,1.273044586181641,0.405888289213181,0,TN
4981.000000000000000,1575103.395989999873564,5184530.721780000254512,1.586341857910156,2.328535556793213,1169.035545194687757,1.109703779220581,0.405888289213181,0,TN
51721.000000000000000,1575105.909999999916181,5184706.500000000000000,1.246087193489075,2.061386823654175,1256.243102977757644,1.285247445106506,0.402736335992813,1,TP
4649.000000000000000,1575108.426250000018626,5184413.437830000184476,0.846886038780212,1.718924283981323,1127.154038179250847,0.738023936748505,0.409068912267685,0,TN
15984.000000000000000,1575108.426250000018626,5184413.437830000184476,0.846886038780212,1.718924283981323,1127.154038179250847,0.738023936748505,0.409068912267685,0,TN
39882.000000000000000,1575111.002550000092015,5184554.002799999900162,1.368932008743286,2.153505802154541,1168.557358269700217,1.184903502464294,0.405888289213181,0,TN
25167.000000000000000,1575111.312110000057146,5184756.948919999413192,1.505043983459473,2.257682085037231,1283.075582158636053,0.843724012374878,0.399596095085144,1,TP
37112.000000000000000,1575115.120000000111759,5184819.580000000074506,1.327330112457275,2.215149402618408,1324.141574271565787,2.552774429321289,0.399596095085144,1,TP
37111.000000000000000,1575116.370000000111759,5184785.019999999552965,1.308411836624146,2.087547302246094,1296.999232381685488,0.761764526367188,0.399596095085144,1,TP
38480.000000000000000,1575118.246400000061840,5184499.760819999501109,1.597990274429321,2.345124721527100,1137.893634255831785,0.397090494632721,0.409068912267685,0,TN
38479.000000000000000,1575126.095489999977872,5184476.245219999924302,1.402536869049072,2.207638978958130,1119.604896865890851,1.191735744476318,0.409068912267685,0,TN
37119.000000000000000,1575127.219999999972060,5184632.169999999925494,1.550678968429565,2.353412866592407,1185.873487036407823,0.634793758392334,0.402736335992813,0,TN
37118.000000000000000,1575128.479999999981374,5184616.959999999962747,1.550678968429565,2.238096475601196,1176.096906975064030,1.218235611915588,0.405888289213181,0,TN
38481.000000000000000,1575128.760010000085458,5184499.133320000022650,1.597990274429321,2.388980150222778,1123.672036311551892,0.397090494632721,0.409068912267685,0,TN
16972.000000000000000,1575131.888629999943078,5184396.414839999750257,1.298338651657104,2.352112293243408,1091.863418647309800,2.672034978866577,0.409068912267685,0,TN
16971.000000000000000,1575135.870610000099987,5184412.866359999403358,0.803721427917480,1.538705229759216,1089.683701186171675,1.833517074584961,0.411497533321381,0,TN
25704.000000000000000,1575137.800000000046566,5184500.959999999962747,1.602313280105591,2.336185693740845,1112.294095499663626,0.192379549145699,0.411497533321381,0,TN
32773.000000000000000,1575140.554269999964163,5184699.083940000273287,1.555778741836548,2.191109657287598,1209.187866469142818,0.562798142433167,0.405153751373291,0,TN
33311.000000000000000,1575141.576409999979660,5184597.468299999833107,1.582794904708862,1.986487746238708,1149.289726111261416,1.515230774879456,0.408313572406769,0,TN
17679.000000000000000,1575144.557120000012219,5184670.427790000103414,1.372362613677979,2.009072542190552,1186.333968710459203,0.398391485214233,0.405153751373291,0,TN
32776.000000000000000,1575147.130050000036135,5184713.879130000248551,1.565967321395874,2.238477468490601,1210.890212251757021,0.235401853919029,0.405153751373291,0,TN
41221.000000000000000,1575150.329370000166818,5184789.078180000185966,1.554062128067017,2.203037023544312,1260.502918645032878,0.330357283353806,0.401998221874237,0,TN
32774.000000000000000,1575151.273779999930412,5184686.573800000362098,1.372362613677979,2.157356500625610,1188.112684358826527,1.166484713554382,0.405153751373291,0,TN
43455.000000000000000,1575154.429470000090078,5184729.787569999694824,1.565967321395874,2.266669750213623,1212.904629208988581,0.351219803094864,0.405153751373291,0,TN
41222.000000000000000,1575157.039110000012442,5184811.425890000537038,1.554062128067017,2.177752017974854,1269.960074522230116,0.696310877799988,0.401998221874237,0,TN
32775.000000000000000,1575158.888829999836162,5184704.593539999797940,1.555778741836548,2.323952436447144,1190.529396583870493,0.431863933801651,0.405153751373291,0,TN
16629.000000000000000,1575162.254179999930784,5184456.641880000010133,1.171778202056885,2.136374473571777,1065.072081864628444,0.632753968238831,0.411497533321381,0,TN
37343.000000000000000,1575169.199999999953434,5184570.160000000149012,1.485307455062866,2.204166889190674,1100.260049880968609,1.810874104499817,0.408313572406769,0,TN
10775.000000000000000,1575170.000000000000000,5184682.000000000000000,1.586882948875427,2.228402376174927,1162.323511422266620,0.723628520965576,0.405153751373291,0,TN
4435.000000000000000,1575174.273849999997765,5184753.825640000402927,1.517963886260986,2.135601997375488,1206.537372072232074,1.125480532646179,0.401998221874237,0,TN
30105.000000000000000,1575179.349389999872074,5184791.406440000049770,1.568930864334106,2.226562738418579,1229.000675372850992,0.127090066671371,0.401998221874237,0,TN
50432.000000000000000,1575180.071890000021085,5184463.894749999977648,1.302230119705200,2.392404794692993,1043.357664461877675,1.142205238342285,0.411497533321381,0,TN
20932.000000000000000,1575181.424869999988005,5184548.616169999353588,1.149759650230408,1.898877859115601,1074.314482756107736,0.617144823074341,0.408313572406769,0,TN
18963.000000000000000,1575182.044609999982640,5184549.255929999984801,1.149759650230408,1.898877859115601,1073.801506229788856,0.617144823074341,0.408313572406769,0,TN
39883.000000000000000,1575183.004050000105053,5184559.002129999920726,1.149759650230408,1.819591641426086,1077.094455323193870,0.617144823074341,0.408313572406769,0,TN
50433.000000000000000,1575192.447560000000522,5184462.607660000212491,1.678320646286011,2.426881074905396,1026.364096656003539,1.142205238342285,0.411497533321381,0,TN
30100.000000000000000,1575192.691639999859035,5184571.891080000437796,1.506158709526062,2.075929641723633,1070.877735494011176,1.230197906494141,0.408313572406769,0,TN
51767.000000000000000,1575194.120000000111759,5184781.990000000223517,1.548643827438354,2.282963991165161,1204.869038197212603,0.589842736721039,0.401998221874237,0,TN
40932.000000000000000,1575196.653070000000298,5184637.875000000000000,1.651462674140930,2.311810016632080,1102.163653081047414,0.169193163514137,0.405153751373291,0,TN
50434.000000000000000,1575198.305099999997765,5184452.856010000221431,1.408836364746094,2.269939422607422,1015.481423026260700,2.725604772567749,0.411497533321381,0,FP
40931.000000000000000,1575204.462910000002012,5184603.031109999865294,1.665024518966675,2.358869791030884,1072.294673165193899,0.272512316703796,0.408313572406769,1,FN
23699.000000000000000,1575206.329549999907613,5183808.946840000338852,2.046736717224121,2.447652816772461,555.326562655464613,0.425785541534424,0.430944085121155,1,FN
15686.000000000000000,1575206.999689999967813,5183788.994690000079572,2.046736717224121,2.519347906112671,533.613322626490799,0.601897537708282,0.430944085121155,1,FN
7645.000000000000000,1575207.182899999897927,5185784.592930000275373,1.080213785171509,3.697681188583374,2263.344501777103687,0.332548052072525,0.374729126691818,0,TN
51752.000000000000000,1575211.850000000093132,5184570.339999999850988,1.506158709526062,2.175754070281982,1045.535354393154194,1.067304372787476,0.408313572406769,0,FP
15685.000000000000000,1575215.308579999953508,5183685.015700000338256,2.118737697601318,2.367121458053589,399.891029926258852,0.183683007955551,0.434205651283264,1,FN
25721.000000000000000,1575218.260000000009313,5184795.589999999850988,1.209136009216309,2.141225576400757,1188.432294210926557,2.684545040130615,0.401998221874237,1,TP
7638.000000000000000,1575226.105720000108704,5185768.699430000036955,1.656910181045532,3.694288492202759,2232.164576910014603,0.237357065081596,0.374729126691818,0,TN
4436.000000000000000,1575226.854460000060499,5184681.055069999769330,1.542395234107971,2.232405900955200,1092.933405467911143,1.797834873199463,0.405153751373291,1,TP
15687.000000000000000,1575227.767789999954402,5183971.333480000495911,1.950851440429688,2.694266080856323,729.581851264003262,0.206962883472443,0.424421221017838,1,FN
4437.000000000000000,1575228.362609999952838,5184748.738570000045002,1.527167081832886,2.251016616821289,1140.114840895907946,1.052813172340393,0.401998221874237,1,FN
25724.000000000000000,1575229.520000000018626,5184786.190000000409782,1.599917888641357,2.132443904876709,1168.262083000289522,0.659164011478424,0.401998221874237,1,TP
43865.000000000000000,1575231.080000000074506,5184741.400000000372529,1.527167081832886,2.173052549362183,1131.404049047989474,1.250954151153564,0.405153751373291,1,TP
28566.000000000000000,1575233.639999999897555,5184659.530000000260770,1.597416877746582,2.063243150711060,1070.381104695522254,1.110070347785950,0.405153751373291,1,TP
343.000000000000000,1575236.819979999912903,5184710.413739999756217,1.304017901420593,1.842466950416565,1101.747264260476186,1.388007402420044,0.405153751373291,1,FN
31794.000000000000000,1575239.248850000090897,5184774.190700000151992,1.319173097610474,2.237915039062500,1147.717457309318206,2.621317863464355,0.401998221874237,1,TP
5254.000000000000000,1575249.075859999982640,5184672.188930000178516,1.379681229591370,1.892415642738342,1060.281069500227204,1.281738996505737,0.407550096511841,1,TP
4646.000000000000000,1575249.904929999960586,5184704.816159999929368,1.464761018753052,2.218373298645020,1082.358061675133740,1.020957946777344,0.407550096511841,1,TP
344.000000000000000,1575256.575320000061765,5184542.779799999669194,1.223967075347900,1.869699478149414,974.350923904723913,1.217069625854492,0.410715848207474,0,TN
32771.000000000000000,1575260.262429999653250,5184666.873490000143647,1.379681229591370,2.155612945556641,1043.265430572797641,0.838614344596863,0.407550096511841,1,TP
513.000000000000000,1575265.418379999930039,5185760.710149999707937,1.605894804000854,3.570585966110228,2199.004839999652177,0.237995088100433,0.377088427543640,0,TN
25730.000000000000000,1575265.679999999934807,5184256.250000000000000,1.465719342231750,2.163406848907471,890.039766289098225,1.397382259368896,0.420356839895248,0,TN
50394.000000000000000,1575267.718229999998584,5184596.267080000601709,1.551029443740845,2.212137699127197,989.116453263170342,1.244753956794739,0.410715848207474,1,TP
32770.000000000000000,1575268.972479999996722,5184651.023990000598133,1.546132326126099,2.195827722549438,1022.065542168485308,0.837970614433289,0.407550096511841,1,TP
4983.000000000000000,1575269.079429999925196,5184593.270219999365509,1.551029443740845,2.212137699127197,985.664180040971360,1.085840940475464,0.410715848207474,1,TP
28557.000000000000000,1575273.909999999916181,5184714.959999999962747,1.525643467903137,2.216973543167114,1062.065565133729478,1.068930864334106,0.407550096511841,1,TP
6480.000000000000000,1575275.685289999935776,5184675.877949999645352,1.634327888488770,2.287959337234497,1031.234481101391339,0.486633032560349,0.407550096511841,1,TP
25735.000000000000000,1575276.360000000102445,5184280.910000000149012,1.749963283538818,2.500719547271729,879.865450712761685,0.662277936935425,0.417122244834900,0,TN
25736.000000000000000,1575276.550000000046566,5184217.990000000223517,1.492386102676392,2.218665122985840,870.167301911080017,0.348066389560699,0.420356839895248,0,TN
19096.000000000000000,1575283.713379999855533,5184448.641200000420213,1.505528688430786,2.134235620498657,899.695648503460689,1.644084692001343,0.413903325796127,0,TN
38310.000000000000000,1575285.066450000042096,5184451.953490000218153,1.505528688430786,2.134235620498657,899.002536470384712,1.644084692001343,0.413903325796127,0,TN
20754.000000000000000,1575285.847520000068471,5184344.688019999302924,1.530135154724121,2.082405567169189,873.351823818767684,0.379523366689682,0.417122244834900,1,TP
50395.000000000000000,1575286.735749999992549,5184591.894550000317395,1.551029443740845,2.271291255950928,962.866297064618038,0.262859016656876,0.410715848207474,1,TP
15665.000000000000000,1575287.162350000115111,5184070.045850000344217,1.282804369926453,1.971271634101868,826.958845127089262,1.061174392700195,0.423594772815704,0,TN
20941.000000000000000,1575287.455310000106692,5184427.575530000030994,0.911268353462219,1.670077085494995,888.099538640917103,0.493148595094681,0.413903325796127,0,TN
32772.000000000000000,1575289.467729999916628,5184662.649450000375509,0.874551594257355,2.224230766296387,1005.577723065757596,1.830367684364319,0.407550096511841,1,TP
50396.000000000000000,1575291.457609999924898,5184583.138180000707507,1.515690088272095,2.257362842559814,951.825097910242789,0.262859016656876,0.410715848207474,1,TP
304.000000000000000,1575300.653579999925569,5184245.647160000167787,1.615944385528564,2.028216123580933,840.496627682709800,0.986427783966064,0.420356839895248,0,TN
32653.000000000000000,1575307.147639999864623,5184273.561929999850690,1.988277673721313,2.662929534912109,836.882022637609566,0.675088107585907,0.420356839895248,0,TN
327.000000000000000,1575314.380179999861866,5183646.702709999866784,1.825793027877809,1.958672404289246,288.687899128118602,0.916414439678192,0.436636418104172,1,FN
25745.000000000000000,1575322.709999999962747,5184265.559999999590218,1.959481000900269,2.619643688201904,814.002928448293119,1.028610348701477,0.420356839895248,0,TN
6438.000000000000000,1575322.787970000179484,5185750.867869999259710,1.566298365592957,3.407044649124147,2154.550715928035061,0.909582257270813,0.377088427543640,0,TN
25746.000000000000000,1575327.419999999925494,5184248.469999999739230,1.595011949539185,2.426134347915649,804.357957041999839,1.034160494804382,0.420356839895248,0,TN
25747.000000000000000,1575327.959999999962747,5184273.610000000335276,1.959481000900269,2.617726564407349,808.585471974473535,1.028610348701477,0.420356839895248,0,TN
303.000000000000000,1575330.489730000030249,5183843.495670000091195,1.949661254882812,2.379585027694702,511.126761529433963,0.888854324817657,0.430106997489929,0,TN
2772.000000000000000,1575332.164179999846965,5185756.805689999833703,1.566298365592957,3.561052083969116,2157.099647160259792,0.473178029060364,0.377088427543640,0,TN
10982.000000000000000,1575338.033640000037849,5185649.037920000031590,1.848188042640686,3.460000038146973,2017.206808405271886,0.276400357484818,0.380468904972076,0,TN
15987.000000000000000,1575341.698839999968186,5184169.477819999679923,1.941252827644348,2.529371261596680,778.705711027456232,0.567715764045715,0.420356839895248,0,TN
24183.000000000000000,1575341.915180000010878,5184354.685119999572635,1.773799180984497,2.347055673599243,797.837428989712066,0.360781282186508,0.417122244834900,1,FN
16481.000000000000000,1575342.236239999998361,5184292.669470000080764,2.007141113281250,2.421563386917114,789.933627395566759,0.961415827274323,0.417122244834900,0,TN
25748.000000000000000,1575346.530000000027940,5184302.179999999701977,2.007141113281250,2.583073854446411,784.863397167050834,0.703099966049194,0.417122244834900,0,TN
47850.000000000000000,1575347.000000000000000,5184316.000000000000000,1.941249608993530,2.615428209304810,785.818990319426916,0.765557348728180,0.417122244834900,0,TN
15664.000000000000000,1575349.379769999999553,5183968.027089999988675,1.507121920585632,1.944489598274231,668.523725747086701,0.519843161106110,0.426848411560059,0,TN
5101.000000000000000,1575353.265810000011697,5185760.624509999528527,1.674444198608398,3.525280952453613,2150.979440989270188,0.532884836196899,0.377088427543640,0,TN
47849.000000000000000,1575355.000000000000000,5184329.000000000000000,1.941249608993530,2.608958244323730,776.690766413138704,0.820913851261139,0.417122244834900,1,FN
25752.000000000000000,1575358.729999999981374,5184299.849999999627471,2.007141113281250,2.851526975631714,767.881312980341136,0.660478115081787,0.417122244834900,0,TN
47848.000000000000000,1575364.000000000000000,5184308.000000000000000,2.146501064300537,2.807934522628784,761.511311388600348,0.436582297086716,0.417122244834900,0,TN
25757.000000000000000,1575370.780000000027940,5184300.519999999552965,2.146501064300537,2.866416692733765,751.397177135995321,0.436582297086716,0.419530630111694,0,TN
10984.000000000000000,1575376.907129999948665,5185722.619730000384152,1.645113706588745,3.530474185943604,2090.161631327952364,1.012652397155762,0.379652142524719,0,TN
47847.000000000000000,1575380.000000000000000,5184323.000000000000000,1.977062225341797,2.590852260589600,741.653219483111911,1.223698854446411,0.419530630111694,1,FN
40929.000000000000000,1575380.100400000112131,5184245.175830000080168,1.862850189208984,2.413375616073608,731.828283960204317,2.134145736694336,0.422770202159882,0,TN
37246.000000000000000,1575381.600000000093132,5184207.799999999813735,1.825867772102356,2.348669767379761,724.937450731830495,1.006682157516479,0.422770202159882,0,TN
47846.000000000000000,1575394.000000000000000,5184308.000000000000000,1.995111346244812,2.717220306396484,720.362985245148479,1.056944012641907,0.419530630111694,0,TN
47845.000000000000000,1575397.000000000000000,5184326.000000000000000,1.765058636665344,2.407683134078979,718.719384921134520,0.875803411006927,0.419530630111694,0,TN
14456.000000000000000,1575410.814839999657124,5185657.655659999698400,1.659250140190125,3.306518793106079,1989.568988570005558,0.761594414710999,0.383003354072571,0,TN
